code;name;country_id;icao
GEC;Gecitkale;CY;LCGK
GIM;Miele Mimbale;GA;
GJR;Gjogur;IS;BIGJ
GNT;Milan;US;KGNT
GNV;Gainesville Regional Airport;US;KGNV
GNZ;Ghanzi;BW;FBGZ
GOA;Genoa Cristoforo Colombo Airport;IT;LIMJ
GOB;Goba;ET;HAGB
GOG;Gobabis;NA;FYGB
GOH;Nuuk Airport;GL;BGGH
GOI;Dabolim Airport;IN;VOGO
GOJ;Nizhny Novgorod International Airport;RU;UWGG
GOK;Guthrie;US;KGOK
GOL;State;US;K4S1
GOM;Goma Airport;CD;FZNA
GUT;Guetersloh;DE;ETUO
TWE;Taylor;US;AK49
GCJ;Grand Central;ZA;FAGC
GON;New London;US;KGON
GOO;Goondiwindi;AU;YGDI
GOP;Gorakhpur Airport;IN;VEGK
GOQ;Golmud Airport;CN;ZLGM
GOR;Gore;ET;HAGR
GOU;Garoua Airport;CM;FKKR
GOZ;Gorna Oriahovitsa;BG;LBGO
GPA;Araxos Airport;GR;LGRX
GPB;Tancredo Thomaz Faria;BR;SSGG
GPL;Guapiles;CR;MRGP
GPN;Garden Point;AU;YGPT
GPO;General Pico;AR;SAZG
GPS;Baltra Airport;EC;SEGS
GPT;Gulfport-Biloxi International Airport;US;KGPT
GPZ;Grand Rapids;US;KGPZ
GQQ;Galion;US;KGQQ
YTE;Cape Dorset;CA;CYTE
KOF;Komatipoort;ZA;FAKP
GYI;Gisenyi;RW;HRYG
HHI;Wheeler AFB;US;PHHI
KFA;Kiffa;MR;GQNF
HHN;Frankfurt - Hahn Airport;DE;EDFH
AWE;Alowe;GA;FOGW
GRA;Gamarra;CO;
GRB;Austin Straubel International Airport;US;KGRB
GRD;Greenwood;US;KGRD
GRE;Municipal;US;KGRE
GRF;Gray AAF;US;KGRF
GRG;Gardez;AF;OAGZ
GRI;Grand Island Airport;US;KGRI
GRJ;George Airport;ZA;FAGG
GRK;Robert Gray Army Airfield;US;KGRK
GRM;Devils Track;US;KCKC
GRN;Gordon;US;KGRN
GRO;Girona-Costa Brava Airport;ES;LEGE
GRQ;Eelde Airport;NL;EHGG
GRR;Gerald R. Ford International Airport;US;KGRR
GRS;Baccarini;IT;LIRS
KBF;Karubaga;ID;WABK
WKK;Aleknagik;US;5A8
HKS;Hawkins Field;US;KHKS
AUJ;Ambunti;PG;AYAT
KRI;Kikori;PG;AYKK
KNP;Capanda;AO;FNCP
GRT;Gujrat;PK;
GRU;Sao Paulo-Guarulhos International Airport;BR;SBGR
KGB;Konge;PG;AYOE
YMA;Mayo;CA;CYMA
GRV;Groznyy Airport;RU;URMG
KSB;Kasanombe;PG;AYNM
YHN;Hornepayne;CA;CYHN
GRW;Graciosa Island Airport;PT;LPGR
GRX;Granada Airport;ES;LEGR
GRY;Grimsey;IS;BIGR
GRZ;Graz Airport;AT;LOWG
GSA;Long Pasia;MY;WBKN
GSB;Seymour Johnson AFB;US;KGSB
GSE;Gothenburg City Airport;SE;ESGP
GSH;Goshen;US;KGSH
GSQ;Shark Elowainat;EG;HEOW
GSR;Gardo;SO;HCMG
GSY;Binbrook;GB;
GTC;Green Turtle;BS;
KLP;Kelp Bay;US;
YCA;Courtenay;CA;CAH3
GTF;Great Falls International Airport;US;KGTF
KOZ;Ouzinkie SPB;US;
LAB;Lablab;PG;AYLB
KYX;Yalumet;PG;AYYE
BAW;Biawonque;GA;
HNI;Heiweni;PG;AYHE
YGB;Gillies Bay;CA;CYGB
GTG;Municipal;US;KGTG
GTI;Guettin;DE;EDCG
YHH;Harbor SPB;CA;CAE3
GTK;Sungei Tekai;MY;
YHG;Charlottetown;CA;
GTO;Tolotio Airport;ID;WAMG
GUL;Goulburn;AU;YGLB
GUM;A.B. Won Pat International Airport;GU;PGUM
GUO;Gualaco;HN;MHJI
GUP;Senator Clark;US;KGUP
GUS;Grissom AFB;US;KGUS
GUW;Atyrau Airport;KZ;UATG
GUX;Guna;IN;VAGN
GUY;Guymon;US;KGUY
GUZ;Guarapari;BR;SNGA
GVA;Geneve Airport;CH;LSGG
GVE;Municipal;US;KGVE
GVL;Lee Gilmer Memorial;US;KGVL
GVN;May-Gatka;RU;UHKM
GVR;Governador Valadares Airport;BR;SBGV
GVT;Majors Field;US;KGVT
GVW;Richards-Gebaur;US;
GVX;Sandviken;SE;ESSK
HOR;Horta Airport;PT;LPHR
HOS;Oscar Reguera;AR;SAHC
HOT;Memorial Field;US;KHOT
HOV;Hovden Airport;NO;ENOV
HOX;Homalin Airport;MM;VYHL
MUF;Muting;ID;
RUF;Yuruf;ID;WAJE
RAQ;Sugimanuru;ID;WAWR
LIQ;Lisala;CD;FZGA
BBT;Berberati;CF;FEFT
BPF;Batuna Aerodrome;SB;AGBT
FDU;Bandundu;CD;FZBO
FNE;Fane;PG;AYFA
FYT;Faya;TD;FTTY
GWE;Gweru;ZW;FVTL
GXQ;Ten. Vidal;CL;SCCY
GXX;Yagoua;CM;FKKJ
GXY;Weld County;US;KGXY
GYA;Guayaramerin Airport;BO;SLGY
GYD;Heydar Aliyev International Airport;AZ;UBBB
GYE;Jose Joaquin de Olmedo Airport;EC;SEGU
GYG;Magan Airport;RU;UEMM
GYM;Gen Jose M Yanez;MX;MMGM
GYN;Santa Genoveva Airport;BR;SBGO
GYP;Gympie;AU;YGYM
GYR;Litchfield;US;KGYR
GYS;Guang Yuan Airport;CN;ZUGU
GYU;Guyuan Liupanshan Airport;CN;ZLGY
GYY;Gary/Chicago International;US;
GZA;Gaza - Yaser Arafat International Airport;PS;LVGZ
GZG;Garze Gesar Airport;CN;ZUGZ
GZI;Ghazni;AF;OAGN
GZM;Gozo Heliport;MT;
HDB;Airfield Heidelberg;DE;ETIE
FAK;False Island;US;2Z6
HRJ;Chaurjhari;NP;
FOM;Foumban;CM;FKKM
FRQ;Feramin;PG;AYFE
GAX;Gamba;GA;FOGX
AHW;Saih Rawl;OM;
BKR;Bokoro;TD;FTTK
BMW;Bordj Badji Mokhtar;DZ;DATM
BNQ;Baganga;PH;
BNR;Banfora;BF;DFOB
BNV;Boana;PG;
BOP;Bouar;CF;FEFO
BTG;Batangafo;CF;FEGF
BZB;Bazaruto Island;MZ;
HRK;Kharkov Airport;UA;UKHH
HRL;Valley International Airport;US;KHRL
GBF;Negarbo;PG;AYNE
GDI;Gordil;CF;FEGL
GZO;Gizo Airport;SB;AGGN
GZW;Ghazvin;IR;OIIK
HAA;Hasvik Airport;NO;ENHK
HAB;Marion County;US;KHAB
HAF;Half Moon;US;KHAF
HOQ;Hof;DE;EDQM
HTG;Hatanga Airport;RU;UOHH
HTH;Hawthorne;US;KHTH
HTL;Roscommon County;US;KHTL
HTM;Khatgal;MN;ZMHG
HTN;Hotan Airport;CN;ZWTN
HTO;East Hampton;US;KHTO
HTS;Tri-State/Milton Airport;US;KHTS
HTT;Huatugou Airport;CN;ZLHX
AFD;Port Alfred;ZA;FAPA
AGD;Anggi;ID;WASG
AII;Alisabieh;DJ;HDAS
BTB;Betou;CG;FCOT
CDO;Cradock;ZA;FACD
CEX;Chena Hot Springs;US;AK13
ELR;Elelim;ID;WAJN
EMG;Empangeni;ZA;FAEM
GXG;Negage;AO;FNNG
HAI;Dr Haines;US;KHAI
YNM;Matagami;CA;CYNM
HTV;Huntsville;US;KUTS
HAJ;Hannover Airport;DE;EDDV
HAM;Hamburg Airport;DE;EDDH
HAN;Noi Bai International Airport;VN;VVNB
DST;Dubai Seaplane Terminal;AE;
GCT;Grand Canyon Bar 10 Airport;US;
RPU;San Fernando Airport;PH;
BZX;Bazhong Enyang Airport;CN;ZUBZ
CFM;Conklin (Leismer) Airport;CA;CET2
DBC;Baicheng Chang'an;CN;ZYBA
AAD;Adado;SO;
ADV;El Daein;SD;
AEQ;Ar Horqin Airport;CN;
AHJ;Hongyuan Airport;CN;ZUHY
GGB;Água Boa;BR;
AXF;Alxa Left Banner;CN;ZBAL
GGF;Almeirim;BR;
GGH;Gastão Mesquita Airport;BR;
HAO;Hamilton;US;KHAO
AYM;Yas Island SPB;AE;
HAR;Capital City;US;KCXY
DHG;Dalnegorks;RU;
BKV;Bailing Airport;CN;
HAS;Hail Airport;SA;OEHL
BVJ;Bovanenkovo Airport;RU;USDB
HAU;Haugesund Airport;NO;ENHD
HAV;Jose Marti International Airport;CU;MUHA
HAW;Haverfordwest;GB;EGFE
DJH;Jebel Ali Seaplane Base;AE;
KFM;Kirby Lake Aerodrome;CA;
JWO;Jungwon Air Base;KR;
HAY;Haycock;US;HAY
HAZ;Hatzfeldthaven;PG;
HBA;Hobart International Airport;AU;YMHB
HBD;Habi;PG;AYHB
HBE;Borg El Arab Airport;EG;HEBA
DBK;Dutch Bay SPB Seaplane Base;LK;
HWD;Hayward Executive Airport;US;KHWD
HWN;Hwange Nat Park;ZW;FVWN
HWO;North Perry;US;KHWO
KQR;Karara Airport;AU;
DEQ;Deqing Moganshan Airport;CN;
DWO;Diyawanna Oya Seaplane Base;LK;
GEM;President Obiang Nguema International Airport;GQ;FGMY
GGJ;Guaíra Airport;BR;SSGY
GHK;Gahcho Kue Aerodrome;CA;CGK2
GYZ;Gruyere Mine Airport;AU;YGRM
HBG;The Hattiesburg-Bobby L. Chain Mun.;US;KHBG
HBI;Harbour Island;BS;
HBK;Holbrook Municipal;US;P14
HBN;Flamingo;VN;
HBO;Municipal;US;
HBR;Hobart;US;KHBR
HBU;Bulgan Hovd;MN;ZMBS
HBX;Hubli Airport;IN;VOHB
HCW;Cheraw;US;KCQW
HDD;Hyderabad;PK;OPKD
HDE;Brewster Field;US;KHDE
HDF;Heringsdorf Airport;DE;EDAH
HDG;Handan Airport;CN;ZBHD
HDH;Dillingham Airfield;US;PHDH
HXD;Delingha Airport;CN;ZLDL
NQZ;Nursultan Nazarbayev International Airport;KZ;
HZL;Hazleton;US;KHZL
PFM;Primrose Aerodrome;CA;
OJU;Tanjung Api Airport;ID;
DFA;Danfeng Airport;CN;
GXA;Beringin Airport;ID;
HBQ;Qilian Airport;CN;
HDK;Kulhudhuffushi Airport;MV;VRBK
HDM;Hamadan Airport;IR;OIHH
HDR;Havadarya;IR;OIKP
HDS;Hoedspruit Airport;ZA;FAHS
HEB;Henzada;MM;VYHT
HEE;Thompson-Robbins;US;KHEE
HEI;Heide-Buesum;DE;EDXB
HEM;Helsinki-malmi;FI;EFHF
HEN;Hendon;FI;
HEO;Haelogo;PG;AYHG
HES;State;US;KHRI
HET;Hohhot Baita International Airport;CN;ZBHH
HEV;Huelva;ES;
HEW;Hengdian Airport;CN;LGAT
HEY;Hanchey Army Heliport;US;
HEZ;Hardy-Anders;US;KHEZ
HFA;Haifa Airport;IL;LLHA
HFD;Brainard;US;KHFD
HFF;Mackall AAF;US;KHFF
HFN;Hornafjordur;IS;BIHN
HFS;Hagfors Airport;SE;ESOH
HFT;Hammerfest Airport;NO;ENHF
HGE;Higuerote Airport;VE;SVHG
HGI;Higlieg;SD;
HGL;Helgoland;DE;EDXH
MCJ;Maicao;CO;SKLM
DEX;Nop Goliat Airport;ID;WAVD
NIU;Niau;PF;NTKN
ORV;Robert (Bob) Curtis Memorial Airport;US;PFNO
EUE;Eureka;US;05U
HID;Horn Island Airport;AU;YHID
WOG;Woodgreen Airport;AU;
HIG;Highbury;AU;YHHY
FID;Elizabeth Field;US;0B8
JOP;Josephstaal;PG;AYJS
KXU;Katiu;PF;NTKT
GHS;Melak Airport;ID;
GSM;Dayrestan Airport;IR;OIKQ
AMK;Animas Airpark;US;
BDX;Broadus;US;00F
BER;Berlin Brandenburg Airport;DE;EDDB
BHX;Birmingham International Airport;GB;EGBB
CQW;CHERAW MUNI/LYNCH BELLINGER FLD AIRPORT;US;
GYB;Wodgina Airport;AU;
HCQ;Halls Creek;AU;YHLC
HGD;Hughenden;AU;YHUG
HGN;Mae Hong Son Airport;TH;VTCH
HGO;Korhogo Airport;CI;DIKO
HGR;Wash. County Regional Airport;US;KHGR
HGS;Hastings;SL;GFHA
HGU;Mount Hagen Airport;PG;AYMH
HGZ;Hogatza;US;2AK6
HIP;Headingly;AU;YHDY
HRY;Henbury;AU;YHBY
MCT;Muscat International Airport;OM;OOMS
LTW;St Marys County;US;
PCT;Princeton;US;39N
ROF;Yreka Rohrer Field;US;K1O5
AHD;Downtown;US;
AHF;Municipal;US;
ATE;Antlers;US;80F
BLD;Boulder City;US;KBVU
CHZ;State;US;K2S7
CIL;Melsing Creek;US;K29
CKE;Clear Lake;US;1O2
CNE;Canon City;US;1V6
COP;Cooperstown - Westville Airport;US;K23
JVI;Central Jersey Regional Airport;US;47N
CTK;Canton;US;
CTO;Peconic River;US;3C8
HHE;Hachinohe;JP;RJSH
HHH;Hilton Head Airport;US;KHXD
HHQ;Hua Hin Airport;TH;VTPH
HHR;Hawthorne;US;KHHR
HIA;Huai'an Lianshui Airport;CN;ZSSH
HIB;Chisholm Airport;US;KHIB
HIE;Regional;US;KHIE
HIF;Hill AFB;US;KHIF
HII;Municipal;US;KHII
HIJ;Hiroshima Airport;JP;RJOA
HIK;Hickam AFB;US;
HIL;Shillavo;ET;HASL
HIM;Hingurakgoda;LK;VCCH
HIN;Sacheon Airport;KR;RKPS
HIO;Portland;US;KHIO
HIR;Honiara International Airport;SB;AGGH
HIW;Hiroshima West;JP;RJBH
HJJ;Zhijiang Airport;CN;ZGCJ
BXP;Biala Podlaska;PL;EPBP
HJR;Khajuraho Airport;IN;VAKJ
HKA;Municipal;US;KHKA
AAF;Apalachicola Regional;US;KAAF
HKB;Healy Lake;US;
HKD;Hakodate Airport;JP;RJCH
ABE;Lehigh Valley International Airport;US;KABE
HKG;Hong Kong International Airport;HK;VHHX
HKN;Hoskins Airport;PG;AYHK
ABI;Abilene Regional Airport;US;KABI
HKR;Mara North Airstrip;KE;HKMF
HKV;Haskovo;BG;
ABQ;Albuquerque International Sunport;US;KABQ
HKY;Hickory;US;KHKY
HLA;Lanseria International Airport;ZA;FALA
HLB;Hillenbrand;US;KHLB
HLC;Hill City;US;KHLC
HLD;Hulunbuir Hailar Airport;CN;ZBLA
HLE;Saint Helena Airport;SH;FHSH
ABR;Aberdeen Municipal Airport;US;KABR
HLF;Hultsfred - Vimmerby;SE;ESSF
HLG;Ohio County;US;KHLG
ABY;Southwest Georgia Regional Airport;US;KABY
ACB;Antrim County;US;KACB
ACK;Nantucket Memorial Airport;US;KACK
HLH;Ulanhot Airport;CN;ZBUL
YOW;Ottawa/Macdonald-Cartier International Airport;CA;CYOW
ACT;Waco Municipal Airport;US;KACT
ACV;Arcata-Eureka Airport;US;KACV
ACY;Atlantic City International Airport;US;KACY
ADG;Lenawee County;US;KADG
ADM;Ardmore Municipal Airport;US;KADM
ADS;Addison Airport;US;KADS
ADT;Ada Municipal;US;KADH
KAE;SPB;US;
HLI;Hollister;US;KCVH
ADW;Andrews AFB;US;KADW
KAF;Karato;PG;
AEE;Adareil Airport;SS;
HLM;Park Township;US;
AEL;Albert Lea;US;KAEL
IDG;Municipal;US;
HLN;Helena Regional Airport;US;KHLN
AEX;Alexandria International Airport;US;KAEX
AFF;USAF Academy Airstrip;US;KAFF
SXZ;Siirt Airport;TR;LTCL
AFN;Municipal;US;KAFN
AFO;Municipal;US;KAFO
AFW;Fort Worth Alliance Airport;US;KAFW
AGC;Allegheny County Airport;US;KAGC
AGO;Municipal;US;KAGO
KAK;Kar;PG;
AGS;Augusta Regional Airport;US;KAGS
AHC;Amedee AAF;US;KAHC
NML;Mildred Lake;CA;CER4
AHH;Municipal;US;KAHH
AHN;Athens-Ben Epps;US;KAHN
AIA;Alliance Airport;US;KAIA
AID;Municipal;US;KAID
AIK;Municipal;US;KAIK
TBU;Fua'amotu International Airport;TO;NFTF
AIO;Municipal;US;KAIO
AIV;George Downer;US;KAIV
AIZ;Lee C Fine Memorial;US;KAIZ
AKC;Fulton International;US;KAKR
AKO;Colorado Plains Regional Airport;US;KAKO
ALB;Albany International Airport;US;KALB
TDJ;Tadjoura;DJ;HDTJ
TDV;Tanandava;MG;FMSN
ALI;International;US;KALI
TDX;Trat Airport;TH;VTBO
GCD;Grand Coulee Dam;US;3W7
HLP;Halim Perdanakusuma Airport;ID;WIHH
HLR;Fort Hood AAF;US;KHLR
HLS;St Helens;AU;YSTH
HLU;Houailou;NC;
HLV;Helenvale;AU;
HLY;Anglesey Airport;GB;
HLZ;Hamilton International Airport;NZ;NZHN
HMA;Khanty-Mansiysk Airport;RU;USHH
HMB;Mubarak International Airport;EG;HESG
HME;Oued Irara Airport;DZ;DAUH
HMI;Hami Airport;CN;ZWHM
HMJ;Khmelnitskiy;UA;UKLH
HMN;Holloman AFB;US;KHMN
HMO;Gen Pesqueira Garcia Airport;MX;MMHO
HMR;Hamar Airport;NO;ENHA
HMS;Homeshore;US;
HMT;Ryan Field;US;KHMT
HMV;Hemavan Airport;SE;ESUT
IDP;Independence;US;KIDP
IDR;Devi Ahilya Bai Holkar Airport;IN;VAID
AXB;Alexandria Bay;US;89NY
HMY;Seosan Airport;KR;RKTP
HNA;Hanamaki Airport;JP;RJSI
HNB;Municipal;US;KHNB
HNC;Hatteras;US;KHSE
HND;Haneda Airport;JP;RJTT
HNE;Tahneta Pass;US;
HNG;Hienghene;NC;
HNL;Honolulu International Airport;US;PHNL
HNM;Hana Airport;US;PHHN
HNN;Honinabi;PG;AYHH
HNY;Hengyang Nanyue Airport;CN;ZGHY
HOA;Hola;KE;HKHO
HOB;Lea County Airport;US;KHOB
HOC;Komako;PG;AYOK
HOD;Hodeidah Airport;YE;OYHD
HOF;Al-Ahsa Airport;SA;OEAH
HOG;Frank Pais Airport;CU;MUHG
HOK;Hooker Creek;AU;YHOO
HOL;Holikachu;US;
IHA;Niihama;JP;
HON;Howes;US;KHON
HOO;Nhon Co;VN;
HOP;Campbell AAF;US;KHOP
HOW;Howard AFB;PA;
HOY;Hoy Island;GB;
HPA;Salote Pilolevu;TO;NFTL
HPE;Hope Vale;AU;YHPV
HPG;Shennongjia Hongping Airport;CN;ZHSN
HPH;Cat Bi International Airport;VN;VVCI
HPN;Westchester County Airport;US;KHPN
HPT;Municipal;US;KHPT
HPV;Princeville;US;HI01
HPY;Baytown Airport;US;KHPY
HQM;Bowerman;US;KHQM
HRA;Mansehra;PK;
HRC;Zhairem;KZ;
HRE;Harare International Airport;ZW;FVRG
HRF;Hoarafushi Airport;MV;VRAH
HRG;Hurghada International Airport;EG;HEGN
HRM;Tilrempt;DZ;DAFH
HRN;Heliport;AU;
HRO;Boone County Airport;US;KHRO
IJK;Izhevsk Airport;RU;USII
HRS;Harrismith Airport;ZA;FAHR
HRT;Linton-On-Ouse;GB;EGXU
HRZ;Horizontina;BR;SSHZ
HSA;Hazret Sultan International Airport;KZ;UAIT
HSB;Raleigh;US;KHSB
HSG;Saga Airport;JP;RJFS
HSH;Henderson Executive;US;KHND
HSI;Hastings;US;KHSI
HSJ;Shangjie Airport;CN;
HSK;Huesca-Pirineos;ES;LEHC
HSM;Horsham;AU;YHSM
HSN;Putuoshan Airport;CN;ZSZS
HSP;Ingalls Field;US;KHSP
HSS;Hissar;IN;VIHR
HST;AFB;US;KHST
HSV;Huntsville International Airport;US;KHSV
HSZ;Hsinchu;TW;RCPO
HTA;Chita Airport;RU;UIAA
HTB;Terre-de-Bas;GP;
HTU;Hopetoun;AU;YHPN
HTY;Hatay Airport;TR;LTDA
HTZ;Hato Corozal;CO;SKHC
HUA;Redstone AAF;US;KHUA
HUB;Humbert River;AU;YHBR
HUC;Humacao Airport;PR;
HUD;Humboldt;US;0K7
HUE;Humera Airport;ET;HAHU
HUF;Hulman Field;US;KHUF
HUG;Huehuetenango;GT;MGHT
HUH;Huahine Airport;PF;NTTH
HUI;Phu Bai International Airport;VN;VVPB
HUJ;Hugo;US;KHHW
HUK;Hukuntsi;BW;FBHK
HUL;International;US;KHUL
HUM;Terrebonne;US;KHUM
HUO;Holingol Huolinhe Airport;CN;ZBHZ
TEC;Telemaco Borba;BR;SSVL
HUQ;Houn;LY;HLON
HUT;Hutchinson;US;KHUT
HUU;Huanuco Airport;PE;SPNC
HUV;Hudiksvall;SE;ESNH
HUX;Huatulco Airport;MX;MMBT
HUY;Humberside Airport;GB;EGNJ
HUZ;Huizhou Airport;CN;ZGHZ
HVB;Hervey Bay Airport;AU;YHBA
HVD;Khovd Airport;MN;ZMKD
HVE;Intermediate;US;KHVE
HVG;Valan Airport;NO;ENHV
HVK;Holmavik;IS;BIHK
HVN;New Haven Airport;US;KHVN
HVR;Havre City County Airport;US;KHVR
HVS;Municipal;US;KHVS
HWA;Hawabango;PG;AYHU
HWI;SPB;US;
HWK;Wilpena Pound;AU;YHAW
HXX;Hay;AU;YHAY
HYA;Barnstable Municipal Airport;US;KHYA
HYC;High Wycombe;GB;EGTB
HYD;Rajiv Gandhi International Airport;IN;VOHS
HYL;SPB;US;HYL
HYN;Luqiao Airport;CN;ZSLQ
ITQ;Itaqui;BR;SSIQ
HYR;Municipal;US;KHYR
HYS;Hays Municipal Airport;US;KHYS
HZA;Establecimiento El Araza Airport;AR;
HZG;Hanzhong Airport;CN;ZLHZ
HZH;Liping Airport;CN;ZUNP
IAA;Igarka Airport;RU;UOII
IAD;Washington Dulles International Airport;US;KIAD
IAG;Niagara Falls International Airport;US;KIAG
IAO;Sayak (Siargao);PH;RPNS
IAQ;Bahregan;IR;OI20
IAR;Tunoshna Airport;RU;UUDL
IAS;Iasi Airport;RO;LRIA
IAU;Iaura;PG;
IBA;Ibadan Airport;NG;DNIB
IBB;General Villamil;EC;SEII
IBE;Ibague Airport;CO;SKIB
HGA;Hargeisa Airport;SO;HCMH
IBI;Iboki;PG;
IBL;Indigo Bay Lodge;MZ;
IBM;Iron Bridge Mine Airport;AU;YIBO
IBP;Iberia;PE;SPBR
IBR;Ibaraki Airport;JP;RJAH
IBZ;Ibiza Airport;ES;LEIB
ICC;Andrés Miguel Salazar Marcano Airport;VE;SVIE
ICK;Nieuw Nickerie;SR;SMNI
ICL;Municipal;US;KICL
ICO;Sicogon Island;PH;
ICR;Nicaro;CU;
ICS;Cascade;US;KU70
ICT;Wichita Dwight D. Eisenhower National Airport;US;KICT
ICY;Icy Bay;US;19AK
IDA;Idaho Falls Regional Airport;US;KIDA
JHY;Hyatt Regency Heliport;US;
JIB;Djibouti-Ambouli International Airport;DJ;HDAM
ALN;Alton;US;KALN
IDC;Ila Da Chilonzuene;MZ;
IDF;Idiofa;CD;FZCB
IDI;ndiana County Airport (Jimmy Stewart Field);US;KIDI
IDK;Indulkana;AU;YIDK
IDN;Indagen;PG;AYID
IDY;Ile d'Yeu;FR;LFEY
IEG;Zielona Gora-Babimost Airport;PL;EPZG
IEV;Kyiv International Airport;UA;UKKK
IFA;Iowa Falls;US;KIFA
IFF;Iffley;AU;YIFY
IFH;Hesa;IR;OIFE
IFJ;Isafjordur Airport;IS;BIIS
IFL;Innisfail;AU;YIFL
IFN;Isfahan International Airport;IR;OIFM
IFO;Ivano-Frankovsk Airport;UA;UKLI
JNX;Naxos Airport;GR;LGNX
JNP;Heliport;US;
IFP;Laughlin Bullhead International Airport;US;KIFP
JOI;Joinville-Lauro Carneiro de Loyola Airport;BR;SBJV
IFU;Ifuru Airport;MV;VREI
JOH;Port Saint Johns;ZA;FAPJ
IGA;Inagua Airport;BS;MYIG
IGB;Ingeniero Jacobacci;AR;SAVJ
IGD;Igdir;TR;LTCT
IGG;Igiugig Airport;US;PAIG
JOR;The City Heliport;US;
IGH;Ingham;AU;YIGM
JOT;Municipal;US;KJOT
IGL;Cigli AB;TR;LTBL
JPD;Heliport;US;
JPN;Pentagon Army;US;
JPR;Ji-Parana Airport;BR;SBJI
JPT;Park Ten Heliport;US;
JQE;Jaque Airport;PA;MPJE
JRC;Municipalcipal Heliport;US;
IGM;Kingman;US;KIGM
IGN;Maria Cristina;PH;RPMI
IGO;Chigorodo;CO;SKIG
IGS;Ingolstadt-manching;DE;ETSI
JRK;Arsuk;GL;
JOE;Joensuu Airport;FI;EFJO
JOG;Adisutjipto International Airport;ID;WAHH
JRT;Juruti Airport;BR;
JSA;Jaisalmer;IN;VIJR
JSD;Sikorsky Heliport;US;
JSG;San Rafael Heliport;US;
JOK;Yoshkar-Ola Airport;RU;UWKJ
JOL;Jolo;PH;RPMJ
JOM;Njombe;TZ;HTNJ
JOS;Jos Airport;NG;DNJO
JPA;Presidente Castro Pinto International Airport;BR;SBJP
JRG;Jharsuguda Airport;IN;VEJH
JRH;Rowriah Airport;IN;VEJT
JRO;Kilimanjaro International Airport;TZ;HTKJ
JRS;Atarot;IL;LLJR
IGT;Magas Airport;RU;URMS
IGU;Cataratas International Airport;BR;SBFI
IHC;Inhaca;MZ;FQIA
IHN;Qishn;YE;OYQN
IHO;Ihosy;MG;FMSI
JSL;Steel Pier Heliport;US;
IHR;Iran Shahr;IR;OIZI
JSP;Seogwipo Heliport;KR;
JSM;Jose De San Martin;AR;SAWS
JTY;Astypalaia Airport;GR;LGPL
JSU;Heliport;GL;BGMQ
JSY;Syros Island Airport;GR;LGSO
JUR;Jurien Bay;AU;YJNB
JTI;Jatai;BR;SWJW
JTO;Heliport;US;
JTR;Santorini International Airport;GR;LGSR
IIL;Ilaam Airport;IR;OICI
JWA;Jwaneng;BW;FBJW
JUC;Universal City Heliport;US;
JUH;Chizhou Jiuhuashan Airport;CN;ZSJH
IJU;J. Batista Bos Filho Airport;BR;SSIJ
JUJ;El Cadillal Airport;AR;SASJ
IJX;Municipal;US;
IKA;Imam Khomeini International Airport;IR;OIIE
JUO;Jurado;CO;SKJU
JUP;Cable Heliport;US;
IKB;Wilkes County;US;KUKF
JUT;Juticalpa;HN;MHJU
JUZ;Quzhou Airport;CN;ZSJU
JVL;Rock County;US;KJVL
IKI;Iki Airport;JP;RJDB
IKK;Greater Kankakee;US;KIKK
JWL;Woodlawns;US;
IKP;Inkerman;AU;YIKM
JXN;Reynolds Municipal;US;KJXN
IKS;Tiksi Airport;RU;UEST
IKT;Irkutsk International Airport;RU;UIII
IKU;Issyk-Kul International Airport;KG;UCFL
JSR;Jessore Airport;BD;VGJR
JST;Cambria County Airport;US;KJST
KAC;Kameshly Airport;SY;OSKL
KAD;Kaduna Airport;NG;DNKA
KUZ;Gunsan Airbase;KR;
JTC;Bauru-Arealva Airport;BR;SBAE
JUB;Juba International Airport;SS;HSSJ
JUI;Juist;DE;EDWJ
JUL;Juliaca Airport;PE;SPJL
JUM;Jumla;NP;VNJL
JWN;Zanjan;IR;OITZ
JYR;Jiroft;IR;OIKJ
JYV;Jyvaskyla Airport;FI;EFJY
JZH;Jiuzhai Huanglong Airport;CN;ZUJZ
KAA;Kasama Airport;ZM;FLKS
ILB;Ilha Solteira;BR;
KAJ;Kajaani Airport;FI;EFKI
KAM;Kamaran Island;YE;OYKM
KAN;Mallam Aminu Kano International Airport;NG;DNKN
KAO;Kuusamo Airport;FI;EFKS
ILD;Lleida-Alguaire Airport;ES;LEDA
KAT;Kaitaia;NZ;NZKT
ILE;Municipal;US;KILE
KAX;Kalbarri;AU;YKBR
KAZ;Kau;ID;WAMK
KBA;Kabala;SL;GFKB
KBH;Kalat;PK;
KBL;Kabul International Airport;AF;OAKB
KBP;Boryspil International Airport;UA;UKBB
KBI;Kribi;CM;FKKB
KBR;Sultan Ismail Petra Airport;MY;WMKC
KBS;Bo;SL;GFBO
KBV;Krabi Airport;TH;VTSG
KBN;Kabinda;CD;FZWT
KCF;Kadanwari;PK;OPKW
KCH;Kuching International Airport;MY;WBGG
KAS;Karasburg;NA;FYKB
KAU;Kauhava;FI;EFKA
ILG;Greater Wilmington;US;KILG
ILH;Illis Airbase;DE;ETIK
KBU;Gusti Syamsir Alam Airport;ID;WAOK
ILI;Iliamna Airport;US;PAIL
ILK;Ilaka;MG;FMMQ
